#x	y_obs
40	111.771
40.01	95
40.02	117.788
40.03	74.797
40.04	102.806
40.05	96
40.06	105
40.07	93.833
40.08	111.842
40.09	90.851
40.1	108.86
40.11	95.87
40.12	123.879
40.13	87
40.14	123
40.15	91.908
40.16	115.917
40.17	94
40.18	104
40.19	97
40.2	118.957
40.21	90.967
40.22	105.977
40.23	87.987
40.24	113
40.25	91
40.26	113.019
40.27	92.029
40.28	117
40.29	92
40.3	103
40.31	96
40.32	111.083
40.33	94.094
40.34	105
40.35	97
40.36	112.128
40.37	93
40.38	112
40.39	98
40.4	106.175
40.41	91.186
40.42	116
40.43	82.21
40.44	110
40.45	90.235
40.46	101.247
40.47	94.26
40.48	109.272
40.49	94
40.5	105.298
40.51	86
40.52	110
40.53	87
40.54	121.35
40.55	95
40.56	128.377
40.57	97
40.58	102.404
40.59	93
40.6	113
40.61	98.446
40.62	105.46
40.63	101
40.64	105
40.65	74.503
40.66	104.518
40.67	93.533
40.68	113
40.69	91.563
40.7	110.578
40.71	87.593
40.72	111
40.73	91
40.74	107
40.75	99
40.76	103.672
40.77	93
40.78	111.705
40.79	95.721
40.8	104.738
40.81	99.755
40.82	110
40.83	98
40.84	107
40.85	99
40.86	105
40.87	98
40.88	107
40.89	98.896
40.9	109.914
40.91	91.933
40.92	102.951
40.93	96.97
40.94	115
40.95	90.009
40.96	112.028
40.97	101
40.98	112.068
40.99	101.088
41	109
41.01	95.129
41.02	119
41.03	94.17
41.04	111
41.05	85.213
41.06	110
41.07	99.256
41.08	106.278
41.09	98.3
41.1	107
41.11	83.345
41.12	108.368
41.13	96
41.14	110
41.15	95
41.16	104.463
41.17	96.487
41.18	117.511
41.19	96.536
41.2	103
41.21	88
41.22	110
41.23	89.638
41.24	105.664
41.25	99.69
41.26	102.717
41.27	91.744
41.28	103.771
41.29	101
41.3	113.827
41.31	87.855
41.32	107
41.33	98
41.34	110
41.35	96
41.36	105.001
41.37	97
41.38	102.062
41.39	92
41.4	104.124
41.41	100.156
41.42	110.188
41.43	94
41.44	121
41.45	96
41.46	119
41.47	96
41.48	103.389
41.49	96
41.5	106
41.51	94.495
41.52	103.532
41.53	98.568
41.54	105
41.55	86.643
41.56	103.681
41.57	100.72
41.58	113
41.59	96
41.6	105.839
41.61	91.88
41.62	108
41.63	98
41.64	114
41.65	100.048
41.66	106
41.67	93
41.68	106
41.69	89
41.7	112.271
41.71	86.317
41.72	107.365
41.73	99
41.74	105
41.75	101
41.76	115
41.77	92
41.78	108
41.79	97
41.8	105.766
41.81	89
41.82	118
41.83	92.929
41.84	105
41.85	97
41.86	119.1
41.87	102
41.88	109
41.89	103
41.9	104.339
41.91	82.401
41.92	116
41.93	94
41.94	104.593
41.95	98
41.96	119.726
41.97	100.794
41.98	112
41.99	90.934
42	112.006
42.01	101.078
42.02	115.152
42.03	93.227
42.04	116
42.05	96
42.06	122
42.07	88.541
42.08	108
42.09	93
42.1	109
42.11	96.876
42.12	118.964
42.13	95
42.14	104.143
42.15	103.236
42.16	104.329
42.17	98
42.18	108
42.19	101
42.2	111
42.21	104
42.22	120
42.23	90
